timestamp,cell_name,gnb_name,prb_utilization,avg_rrc_users,throughput_mbps
2025-03-01 03:00:00,Cell_08,gNB_02,7.94,28,863.5
2025-03-01 03:00:00,Cell_09,gNB_03,7.26,38,980.7
2025-03-01 03:00:00,Cell_10,gNB_03,6.21,1,891.0
2025-03-01 03:00:00,Cell_11,gNB_03,6.86,28,944.3
2025-03-01 03:00:00,Cell_12,gNB_03,7.48,33,1117.8
2025-03-01 03:00:00,Cell_13,gNB_04,6.79,43,981.5
2025-03-01 03:00:00,Cell_14,gNB_04,6.77,18,970.2
2025-03-01 03:00:00,Cell_15,gNB_04,4.25,17,914.7
2025-03-01 03:00:00,Cell_16,gNB_04,2.22,42,884.4
2025-03-01 03:00:00,Cell_17,gNB_05,3.72,6,966.8
2025-03-01 03:00:00,Cell_18,gNB_05,2.22,0,1032.2
2025-03-01 03:00:00,Cell_19,gNB_05,2.76,33,978.8
2025-03-01 03:00:00,Cell_20,gNB_05,3.29,0,977.9
2025-03-01 04:00:00,Cell_01,gNB_01,2.31,43,1069.1
2025-03-01 04:00:00,Cell_02,gNB_01,5.82,0,951.1
2025-03-01 04:00:00,Cell_03,gNB_01,6.77,17,848.8
2025-03-01 04:00:00,Cell_04,gNB_01,2.47,16,1018.6
2025-03-01 04:00:00,Cell_05,gNB_02,4.45,10,939.6
2025-03-01 04:00:00,Cell_06,gNB_02,3.5,38,985.2
2025-03-01 04:00:00,Cell_07,gNB_02,5.96,26,1023.0
2025-03-01 04:00:00,Cell_08,gNB_02,5.67,0,919.1
2025-03-01 04:00:00,Cell_09,gNB_03,4.14,10,1052.2
2025-03-01 04:00:00,Cell_10,gNB_03,2.59,0,922.9
2025-03-01 04:00:00,Cell_11,gNB_03,3.04,0,904.6
2025-03-01 04:00:00,Cell_12,gNB_03,5.7,13,949.5
2025-03-01 04:00:00,Cell_13,gNB_04,4.25,15,1074.9
2025-03-01 04:00:00,Cell_14,gNB_04,7.14,10,951.7
2025-03-01 04:00:00,Cell_15,gNB_04,2.42,5,978.8
2025-03-01 04:00:00,Cell_16,gNB_04,5.51,21,978.0
2025-03-01 04:00:00,Cell_17,gNB_05,4.33,5,1062.3
2025-03-01 04:00:00,Cell_18,gNB_05,5.27,16,976.7
2025-03-01 04:00:00,Cell_19,gNB_05,7.77,19,932.7
2025-03-01 04:00:00,Cell_20,gNB_05,3.91,4,1003.4
2025-03-01 05:00:00,Cell_01,gNB_01,2.71,23,1045.5
2025-03-01 05:00:00,Cell_02,gNB_01,7.26,37,958.9
2025-03-01 05:00:00,Cell_03,gNB_01,3.69,21,927.6
2025-03-01 05:00:00,Cell_04,gNB_01,6.84,23,937.5
2025-03-01 05:00:00,Cell_05,gNB_02,4.23,4,1015.8
2025-03-01 05:00:00,Cell_06,gNB_02,7.58,23,979.1
2025-03-01 05:00:00,Cell_07,gNB_02,6.51,16,948.0
2025-03-01 05:00:00,Cell_08,gNB_02,7.42,45,926.9
2025-03-01 05:00:00,Cell_09,gNB_03,3.92,10,1003.5
2025-03-01 05:00:00,Cell_10,gNB_03,2.07,12,972.8
2025-03-01 05:00:00,Cell_11,gNB_03,7.7,55,976.3
2025-03-01 05:00:00,Cell_12,gNB_03,4.69,1,892.4
2025-03-01 05:00:00,Cell_13,gNB_04,6.04,32,973.0
2025-03-01 05:00:00,Cell_14,gNB_04,6.74,23,887.7
2025-03-01 05:00:00,Cell_15,gNB_04,2.35,0,1065.0
2025-03-01 05:00:00,Cell_16,gNB_04,7.33,13,910.6
2025-03-01 05:00:00,Cell_17,gNB_05,2.86,19,1039.3
2025-03-01 05:00:00,Cell_18,gNB_05,2.61,12,948.6
2025-03-01 05:00:00,Cell_19,gNB_05,2.44,16,1019.2
2025-03-01 05:00:00,Cell_20,gNB_05,2.49,0,904.7
2025-03-01 06:00:00,Cell_01,gNB_01,27.19,85,796.1
2025-03-01 06:00:00,Cell_02,gNB_01,16.25,61,911.3
2025-03-01 06:00:00,Cell_03,gNB_01,21.36,70,786.2
2025-03-01 06:00:00,Cell_04,gNB_01,22.03,81,738.3
2025-03-01 06:00:00,Cell_05,gNB_02,26.19,99,742.5
2025-03-01 06:00:00,Cell_06,gNB_02,20.62,82,773.7
2025-03-01 06:00:00,Cell_07,gNB_02,18.35,65,865.7
2025-03-01 06:00:00,Cell_08,gNB_02,29.89,106,662.4
2025-03-01 06:00:00,Cell_09,gNB_03,29.54,137,724.9
2025-03-01 06:00:00,Cell_10,gNB_03,25.44,121,707.2
2025-03-01 06:00:00,Cell_11,gNB_03,23.76,81,811.2
2025-03-01 06:00:00,Cell_12,gNB_03,24.3,72,727.0
2025-03-01 06:00:00,Cell_13,gNB_04,21.96,92,689.9
2025-03-01 06:00:00,Cell_14,gNB_04,16.17,61,932.1
2025-03-01 06:00:00,Cell_15,gNB_04,19.64,77,852.1
2025-03-01 06:00:00,Cell_16,gNB_04,17.44,41,917.2
2025-03-01 06:00:00,Cell_17,gNB_05,28.99,100,696.0
2025-03-01 06:00:00,Cell_18,gNB_05,27.16,69,796.1
2025-03-01 06:00:00,Cell_19,gNB_05,29.55,107,718.4
2025-03-01 06:00:00,Cell_20,gNB_05,22.03,53,749.7
2025-03-01 07:00:00,Cell_01,gNB_01,15.85,59,856.6
2025-03-01 07:00:00,Cell_02,gNB_01,30.0,105,702.3
2025-03-01 07:00:00,Cell_03,gNB_01,26.53,88,654.7
2025-03-01 07:00:00,Cell_04,gNB_01,16.94,61,856.3
2025-03-01 07:00:00,Cell_05,gNB_02,18.43,80,892.8
2025-03-01 07:00:00,Cell_06,gNB_02,20.37,76,758.9
2025-03-01 07:00:00,Cell_07,gNB_02,22.8,81,849.6
2025-03-01 07:00:00,Cell_08,gNB_02,27.78,128,810.0
2025-03-01 07:00:00,Cell_09,gNB_03,28.15,83,705.0
2025-03-01 07:00:00,Cell_10,gNB_03,15.43,63,914.1
2025-03-01 07:00:00,Cell_11,gNB_03,25.56,82,727.3
2025-03-01 07:00:00,Cell_12,gNB_03,15.22,69,759.9
2025-03-01 07:00:00,Cell_13,gNB_04,20.88,86,784.3
2025-03-01 07:00:00,Cell_14,gNB_04,20.22,93,801.5
2025-03-01 07:00:00,Cell_15,gNB_04,20.95,88,807.0
2025-03-01 07:00:00,Cell_16,gNB_04,29.24,76,704.8
2025-03-01 07:00:00,Cell_17,gNB_05,21.89,76,801.3
2025-03-01 07:00:00,Cell_18,gNB_05,19.93,50,834.2
2025-03-01 07:00:00,Cell_19,gNB_05,16.14,39,863.0
2025-03-01 07:00:00,Cell_20,gNB_05,20.19,69,845.9
2025-03-01 08:00:00,Cell_01,gNB_01,31.01,101,649.1
2025-03-01 08:00:00,Cell_02,gNB_01,23.26,79,715.6
2025-03-01 08:00:00,Cell_03,gNB_01,29.03,67,704.6
2025-03-01 08:00:00,Cell_04,gNB_01,40.62,131,604.5
2025-03-01 08:00:00,Cell_05,gNB_02,36.25,117,600.7
2025-03-01 08:00:00,Cell_06,gNB_02,26.64,89,618.5
2025-03-01 08:00:00,Cell_07,gNB_02,31.67,77,725.9
2025-03-01 08:00:00,Cell_08,gNB_02,37.08,175,685.2
2025-03-01 08:00:00,Cell_09,gNB_03,33.81,81,621.4
2025-03-01 08:00:00,Cell_10,gNB_03,22.92,70,716.7
2025-03-01 08:00:00,Cell_11,gNB_03,24.1,98,811.8
2025-03-01 08:00:00,Cell_12,gNB_03,33.56,118,621.3
2025-03-01 08:00:00,Cell_13,gNB_04,33.71,141,643.5
2025-03-01 08:00:00,Cell_14,gNB_04,31.39,123,781.6
2025-03-01 08:00:00,Cell_15,gNB_04,25.37,90,728.2
2025-03-01 08:00:00,Cell_16,gNB_04,23.27,71,742.9
2025-03-01 08:00:00,Cell_17,gNB_05,24.05,75,634.4
2025-03-01 08:00:00,Cell_18,gNB_05,43.52,148,519.4
2025-03-01 08:00:00,Cell_19,gNB_05,43.97,157,524.1
2025-03-01 08:00:00,Cell_20,gNB_05,28.77,102,749.9
2025-03-01 09:00:00,Cell_01,gNB_01,33.59,106,635.9
2025-03-01 09:00:00,Cell_02,gNB_01,27.41,71,728.3
2025-03-01 09:00:00,Cell_03,gNB_01,22.79,91,715.1
2025-03-01 09:00:00,Cell_04,gNB_01,36.12,116,641.2
2025-03-01 09:00:00,Cell_05,gNB_02,23.16,92,823.7
2025-03-01 09:00:00,Cell_06,gNB_02,33.49,80,625.3
2025-03-01 09:00:00,Cell_07,gNB_02,29.68,105,727.6
2025-03-01 09:00:00,Cell_08,gNB_02,43.92,158,540.2
2025-03-01 09:00:00,Cell_09,gNB_03,29.82,99,729.0
2025-03-01 09:00:00,Cell_10,gNB_03,31.1,121,672.7
2025-03-01 09:00:00,Cell_11,gNB_03,27.13,114,694.9
2025-03-01 09:00:00,Cell_12,gNB_03,21.71,76,866.7
2025-03-01 09:00:00,Cell_13,gNB_04,28.56,112,759.0
2025-03-01 09:00:00,Cell_14,gNB_04,37.93,110,677.9
2025-03-01 09:00:00,Cell_15,gNB_04,23.29,100,815.4
2025-03-01 09:00:00,Cell_16,gNB_04,34.56,114,611.9
2025-03-01 09:00:00,Cell_17,gNB_05,32.07,118,661.9
2025-03-01 09:00:00,Cell_18,gNB_05,41.33,140,537.8
2025-03-01 09:00:00,Cell_19,gNB_05,39.17,128,656.5
2025-03-01 09:00:00,Cell_20,gNB_05,32.84,121,765.4
2025-03-01 10:00:00,Cell_01,gNB_01,22.42,70,784.3
2025-03-01 10:00:00,Cell_02,gNB_01,32.52,123,672.0
2025-03-01 10:00:00,Cell_03,gNB_01,28.53,139,704.6
2025-03-01 10:00:00,Cell_04,gNB_01,41.81,147,618.2
2025-03-01 10:00:00,Cell_05,gNB_02,31.47,116,697.8
2025-03-01 10:00:00,Cell_06,gNB_02,27.94,121,695.0
2025-03-01 10:00:00,Cell_07,gNB_02,38.41,146,742.8
2025-03-01 10:00:00,Cell_08,gNB_02,33.56,115,643.1
2025-03-01 10:00:00,Cell_09,gNB_03,43.1,116,557.5
2025-03-01 10:00:00,Cell_10,gNB_03,27.02,89,813.3
2025-03-01 10:00:00,Cell_11,gNB_03,21.77,73,782.0
2025-03-01 10:00:00,Cell_12,gNB_03,26.35,88,771.3
2025-03-01 10:00:00,Cell_13,gNB_04,31.88,119,641.2
2025-03-01 10:00:00,Cell_14,gNB_04,43.21,189,570.9
2025-03-01 10:00:00,Cell_15,gNB_04,18.24,73,811.9
2025-03-01 10:00:00,Cell_16,gNB_04,25.06,87,722.2
2025-03-01 10:00:00,Cell_17,gNB_05,36.84,89,527.7
2025-03-01 10:00:00,Cell_18,gNB_05,30.87,102,672.7
2025-03-01 10:00:00,Cell_19,gNB_05,41.05,151,631.2
2025-03-01 10:00:00,Cell_20,gNB_05,22.16,91,842.0
2025-03-01 11:00:00,Cell_01,gNB_01,19.83,58,806.6
2025-03-01 11:00:00,Cell_02,gNB_01,26.01,72,775.5
2025-03-01 11:00:00,Cell_03,gNB_01,29.56,89,716.1
2025-03-01 11:00:00,Cell_04,gNB_01,34.71,105,683.7
2025-03-01 11:00:00,Cell_05,gNB_02,19.25,93,745.4
2025-03-01 11:00:00,Cell_06,gNB_02,25.22,64,778.1
2025-03-01 11:00:00,Cell_07,gNB_02,37.38,98,538.5
2025-03-01 11:00:00,Cell_08,gNB_02,39.28,129,627.2
2025-03-01 11:00:00,Cell_09,gNB_03,44.53,155,537.9
2025-03-01 11:00:00,Cell_10,gNB_03,23.9,88,675.5
2025-03-01 11:00:00,Cell_11,gNB_03,29.93,98,636.3
2025-03-01 11:00:00,Cell_12,gNB_03,28.23,101,668.8
2025-03-01 11:00:00,Cell_13,gNB_04,35.97,136,616.8
2025-03-01 11:00:00,Cell_14,gNB_04,29.26,106,756.5
2025-03-01 11:00:00,Cell_15,gNB_04,26.25,99,729.6
2025-03-01 11:00:00,Cell_16,gNB_04,30.15,96,699.8
2025-03-01 11:00:00,Cell_17,gNB_05,25.16,91,676.7
2025-03-01 11:00:00,Cell_18,gNB_05,33.57,103,596.7
2025-03-01 11:00:00,Cell_19,gNB_05,40.91,116,695.0
2025-03-01 11:00:00,Cell_20,gNB_05,33.81,105,696.9
2025-03-01 12:00:00,Cell_01,gNB_01,23.83,60,761.4
2025-03-01 12:00:00,Cell_02,gNB_01,31.22,126,652.6
2025-03-01 12:00:00,Cell_03,gNB_01,27.77,92,821.1
2025-03-01 12:00:00,Cell_04,gNB_01,34.42,131,627.7
2025-03-01 12:00:00,Cell_05,gNB_02,29.23,116,619.6
2025-03-01 12:00:00,Cell_06,gNB_02,26.42,91,766.8
2025-03-01 12:00:00,Cell_07,gNB_02,29.7,105,743.8
2025-03-01 12:00:00,Cell_08,gNB_02,38.06,145,642.4
2025-03-01 12:00:00,Cell_09,gNB_03,26.98,93,771.1
2025-03-01 12:00:00,Cell_10,gNB_03,20.45,55,848.2
2025-03-01 12:00:00,Cell_11,gNB_03,39.91,138,577.6
2025-03-01 12:00:00,Cell_12,gNB_03,87.96,307,97.3
2025-03-01 12:00:00,Cell_13,gNB_04,40.58,128,584.9
2025-03-01 12:00:00,Cell_14,gNB_04,34.95,112,702.7
2025-03-01 12:00:00,Cell_15,gNB_04,30.47,119,699.4
2025-03-01 12:00:00,Cell_16,gNB_04,39.96,158,566.2
2025-03-01 12:00:00,Cell_17,gNB_05,36.93,123,608.4
2025-03-01 12:00:00,Cell_18,gNB_05,36.71,115,672.6
2025-03-01 12:00:00,Cell_19,gNB_05,25.26,74,697.2
2025-03-01 12:00:00,Cell_20,gNB_05,17.88,33,760.8
2025-03-01 13:00:00,Cell_01,gNB_01,30.04,101,697.1
2025-03-01 13:00:00,Cell_02,gNB_01,30.25,123,778.6
2025-03-01 13:00:00,Cell_03,gNB_01,27.0,86,698.8
2025-03-01 13:00:00,Cell_04,gNB_01,32.72,107,664.4
2025-03-01 13:00:00,Cell_05,gNB_02,33.11,107,627.3
2025-03-01 13:00:00,Cell_06,gNB_02,30.27,95,662.1
2025-03-01 13:00:00,Cell_07,gNB_02,31.87,138,650.7
2025-03-01 13:00:00,Cell_08,gNB_02,32.64,122,727.8
2025-03-01 13:00:00,Cell_09,gNB_03,30.88,96,622.2
2025-03-01 13:00:00,Cell_10,gNB_03,23.46,69,765.0
2025-03-01 13:00:00,Cell_11,gNB_03,19.56,71,803.6
2025-03-01 13:00:00,Cell_12,gNB_03,30.06,123,716.6
2025-03-01 13:00:00,Cell_13,gNB_04,26.15,98,750.5
2025-03-01 13:00:00,Cell_14,gNB_04,33.73,130,688.1
2025-03-01 13:00:00,Cell_15,gNB_04,28.34,122,684.1
2025-03-01 13:00:00,Cell_16,gNB_04,31.14,106,695.9
2025-03-01 13:00:00,Cell_17,gNB_05,22.54,86,795.5
2025-03-01 13:00:00,Cell_18,gNB_05,30.05,108,701.8
2025-03-01 13:00:00,Cell_19,gNB_05,34.72,101,727.6
2025-03-01 13:00:00,Cell_20,gNB_05,18.28,67,896.1
2025-03-01 14:00:00,Cell_01,gNB_01,34.4,98,664.8
2025-03-01 14:00:00,Cell_02,gNB_01,22.36,94,725.1
2025-03-01 14:00:00,Cell_03,gNB_01,17.7,76,799.0
2025-03-01 14:00:00,Cell_04,gNB_01,35.96,117,659.3
2025-03-01 14:00:00,Cell_05,gNB_02,25.71,59,715.1
2025-03-01 14:00:00,Cell_06,gNB_02,27.45,77,716.6
2025-03-01 14:00:00,Cell_07,gNB_02,98.46,411,36.9
2025-03-01 14:00:00,Cell_08,gNB_02,95.97,383,12.0
2025-03-01 14:00:00,Cell_09,gNB_03,37.04,155,755.4
2025-03-01 14:00:00,Cell_10,gNB_03,13.35,44,807.2
2025-03-01 14:00:00,Cell_11,gNB_03,26.69,89,815.0
2025-03-01 14:00:00,Cell_12,gNB_03,92.21,306,93.7
2025-03-01 14:00:00,Cell_13,gNB_04,31.28,81,664.6
2025-03-01 14:00:00,Cell_14,gNB_04,24.78,102,697.5
2025-03-01 14:00:00,Cell_15,gNB_04,95.88,339,40.5
2025-03-01 14:00:00,Cell_16,gNB_04,19.83,87,768.7
2025-03-01 14:00:00,Cell_17,gNB_05,32.67,102,649.7
2025-03-01 14:00:00,Cell_18,gNB_05,29.66,117,731.0
2025-03-01 14:00:00,Cell_19,gNB_05,25.84,92,826.7
2025-03-01 14:00:00,Cell_20,gNB_05,28.37,104,707.7
2025-03-01 15:00:00,Cell_01,gNB_01,21.53,83,767.9
2025-03-01 15:00:00,Cell_02,gNB_01,24.18,116,816.8
2025-03-01 15:00:00,Cell_03,gNB_01,18.4,64,804.9
2025-03-01 15:00:00,Cell_04,gNB_01,17.92,88,874.6
2025-03-01 15:00:00,Cell_05,gNB_02,96.19,438,10.0
2025-03-01 15:00:00,Cell_06,gNB_02,88.9,354,11.1
2025-03-01 15:00:00,Cell_07,gNB_02,8.62,24,970.4
2025-03-01 15:00:00,Cell_08,gNB_02,93.98,415,98.6
2025-03-01 15:00:00,Cell_09,gNB_03,95.38,345,10.0
2025-03-01 15:00:00,Cell_10,gNB_03,96.98,439,23.9
2025-03-01 15:00:00,Cell_11,gNB_03,15.71,44,859.1
2025-03-01 15:00:00,Cell_12,gNB_03,94.63,423,35.2
2025-03-01 15:00:00,Cell_13,gNB_04,15.22,51,888.2
2025-03-01 15:00:00,Cell_14,gNB_04,13.93,41,878.0
2025-03-01 15:00:00,Cell_15,gNB_04,88.53,381,212.3
2025-03-01 15:00:00,Cell_16,gNB_04,8.15,61,855.5
2025-03-01 15:00:00,Cell_17,gNB_05,17.52,41,895.0
2025-03-01 15:00:00,Cell_18,gNB_05,11.16,61,897.3
2025-03-01 15:00:00,Cell_19,gNB_05,24.66,83,832.6
2025-03-01 15:00:00,Cell_20,gNB_05,13.76,29,893.9
2025-03-01 16:00:00,Cell_01,gNB_01,15.4,65,822.0
2025-03-01 16:00:00,Cell_02,gNB_01,9.82,35,921.8
2025-03-01 16:00:00,Cell_03,gNB_01,8.61,34,860.6
2025-03-01 16:00:00,Cell_04,gNB_01,16.07,45,864.6
2025-03-01 16:00:00,Cell_05,gNB_02,98.6,353,10.0
2025-03-01 16:00:00,Cell_06,gNB_02,10.8,40,900.3
2025-03-01 16:00:00,Cell_07,gNB_02,13.46,49,907.4
2025-03-01 16:00:00,Cell_08,gNB_02,97.53,408,10.0
2025-03-01 16:00:00,Cell_09,gNB_03,24.01,105,747.7
2025-03-01 16:00:00,Cell_10,gNB_03,12.58,59,902.7
2025-03-01 16:00:00,Cell_11,gNB_03,94.9,428,106.5
2025-03-01 16:00:00,Cell_12,gNB_03,87.59,376,177.7
2025-03-01 16:00:00,Cell_13,gNB_04,16.95,93,879.6
2025-03-01 16:00:00,Cell_14,gNB_04,18.59,58,813.1
2025-03-01 16:00:00,Cell_15,gNB_04,5.66,0,1059.8
2025-03-01 16:00:00,Cell_16,gNB_04,18.13,72,861.4
2025-03-01 16:00:00,Cell_17,gNB_05,19.06,72,800.0
2025-03-01 16:00:00,Cell_18,gNB_05,15.15,27,843.6
2025-03-01 16:00:00,Cell_19,gNB_05,20.19,61,702.5
2025-03-01 16:00:00,Cell_20,gNB_05,13.64,32,910.6
2025-03-01 17:00:00,Cell_01,gNB_01,31.07,106,640.8
2025-03-01 17:00:00,Cell_02,gNB_01,36.94,120,646.6
2025-03-01 17:00:00,Cell_03,gNB_01,42.16,146,549.5
2025-03-01 17:00:00,Cell_04,gNB_01,41.23,146,614.9
2025-03-01 17:00:00,Cell_05,gNB_02,94.72,441,89.8
2025-03-01 17:00:00,Cell_06,gNB_02,96.05,419,58.3
2025-03-01 17:00:00,Cell_07,gNB_02,31.62,114,794.9
2025-03-01 17:00:00,Cell_08,gNB_02,89.05,356,130.2
2025-03-01 17:00:00,Cell_09,gNB_03,93.52,492,24.6
2025-03-01 17:00:00,Cell_10,gNB_03,34.63,135,708.9
2025-03-01 17:00:00,Cell_11,gNB_03,92.47,375,46.2
2025-03-01 17:00:00,Cell_12,gNB_03,92.12,312,68.9
2025-03-01 17:00:00,Cell_13,gNB_04,44.44,187,497.0
2025-03-01 17:00:00,Cell_14,gNB_04,37.93,157,641.7
2025-03-01 17:00:00,Cell_15,gNB_04,30.6,96,720.9
2025-03-01 17:00:00,Cell_16,gNB_04,25.25,74,751.6
2025-03-01 17:00:00,Cell_17,gNB_05,31.86,130,736.0
2025-03-01 17:00:00,Cell_18,gNB_05,45.64,151,473.2
2025-03-01 17:00:00,Cell_19,gNB_05,36.87,131,747.3
2025-03-01 17:00:00,Cell_20,gNB_05,25.38,80,764.3
2025-03-01 18:00:00,Cell_01,gNB_01,40.3,155,557.7
2025-03-01 18:00:00,Cell_02,gNB_01,24.18,85,793.6
2025-03-01 18:00:00,Cell_03,gNB_01,30.4,74,715.4
2025-03-01 18:00:00,Cell_04,gNB_01,53.17,189,468.2
2025-03-01 18:00:00,Cell_05,gNB_02,97.66,386,10.0
2025-03-01 18:00:00,Cell_06,gNB_02,29.04,83,691.9
2025-03-01 18:00:00,Cell_07,gNB_02,32.53,116,673.4
2025-03-01 18:00:00,Cell_08,gNB_02,92.39,344,102.6
2025-03-01 18:00:00,Cell_09,gNB_03,92.09,351,75.6
2025-03-01 18:00:00,Cell_10,gNB_03,95.77,432,57.0
2025-03-01 18:00:00,Cell_11,gNB_03,95.08,349,45.2
2025-03-01 18:00:00,Cell_12,gNB_03,89.43,311,149.8
2025-03-01 18:00:00,Cell_13,gNB_04,40.04,129,522.9
2025-03-01 18:00:00,Cell_14,gNB_04,43.63,114,610.4
2025-03-01 18:00:00,Cell_15,gNB_04,90.31,399,31.1
2025-03-01 18:00:00,Cell_16,gNB_04,30.82,104,639.5
2025-03-01 18:00:00,Cell_17,gNB_05,44.84,168,574.5
2025-03-01 18:00:00,Cell_18,gNB_05,30.43,112,749.5
2025-03-01 18:00:00,Cell_19,gNB_05,29.82,92,701.3
2025-03-01 18:00:00,Cell_20,gNB_05,33.73,112,690.4
2025-03-01 19:00:00,Cell_01,gNB_01,36.67,146,617.9
2025-03-01 19:00:00,Cell_02,gNB_01,45.37,165,554.6
2025-03-01 19:00:00,Cell_03,gNB_01,41.3,138,582.6
2025-03-01 19:00:00,Cell_04,gNB_01,43.9,153,626.6
2025-03-01 19:00:00,Cell_05,gNB_02,24.5,81,805.5
2025-03-01 19:00:00,Cell_06,gNB_02,88.42,406,128.8
2025-03-01 19:00:00,Cell_07,gNB_02,91.85,347,27.7
2025-03-01 19:00:00,Cell_08,gNB_02,97.89,423,13.9
2025-03-01 19:00:00,Cell_09,gNB_03,95.54,417,92.7
2025-03-01 19:00:00,Cell_10,gNB_03,94.37,499,10.0
2025-03-01 19:00:00,Cell_11,gNB_03,93.04,485,39.9
2025-03-01 19:00:00,Cell_12,gNB_03,87.97,336,65.1
2025-03-01 19:00:00,Cell_13,gNB_04,33.17,133,650.8
2025-03-01 19:00:00,Cell_14,gNB_04,41.24,125,617.9
2025-03-01 19:00:00,Cell_15,gNB_04,87.48,393,83.8
2025-03-01 19:00:00,Cell_16,gNB_04,36.25,118,653.2
2025-03-01 19:00:00,Cell_17,gNB_05,34.3,119,608.3
